Date,Median income,Population,Mortgage Rate,Interest Rate,property_type,price
2005-01-01,-1.8954914623824055,-1.6159494495787967,1.0866377884061305,0.8390174829969151,One_storey,207700
2005-02-01,-1.8954914623824055,-1.6159494495787967,1.076064330713646,0.8390174829969151,One_storey,208400
2005-03-01,-1.8954914623824055,-1.6159494495787967,1.0866377884061305,0.8390174829969151,One_storey,209200
2005-04-01,-1.8954914623824055,-1.5818833033519386,1.1606519922535243,0.8390174829969151,One_storey,210100
2005-05-01,-1.8954914623824055,-1.5818833033519386,1.0337704999437065,0.8390174829969151,One_storey,210600
2005-06-01,-1.8954914623824055,-1.5818833033519386,0.780007515324071,0.8390174829969151,One_storey,211400
2005-07-01,-1.8954914623824055,-1.528795965468329,0.7271402268616471,0.8390174829969151,One_storey,213600
2005-08-01,-1.8954914623824055,-1.528795965468329,0.7905809730165565,0.8390174829969151,One_storey,215900
2005-09-01,-1.8954914623824055,-1.528795965468329,0.7694340576315865,1.0371583349137008,One_storey,218400
2005-10-01,-1.8954914623824055,-1.4713353903498154,0.8645951768639495,1.2352991868304863,One_storey,221000
2005-11-01,-1.8954914623824055,-1.4713353903498154,1.044343957636191,1.2352991868304863,One_storey,223700
2005-12-01,-1.8954914623824055,-1.4713353903498154,1.0866377884061305,1.433440038747272,One_storey,226100
2006-01-01,-1.4263192978041555,-1.449719667619643,1.1395050768685553,1.6315808906640576,One_storey,229000
2006-02-01,-1.4263192978041555,-1.449719667619643,1.245239653793403,1.6315808906640576,One_storey,231600
2006-03-01,-1.4263192978041555,-1.449719667619643,1.2769600268708576,1.8297217425808432,One_storey,234400
2006-04-01,-1.4263192978041555,-1.4106109959498987,1.3826946037957053,2.0278625944976287,One_storey,237500
2006-05-01,-1.4263192978041555,-1.4106109959498987,1.5624433845679468,2.2260034464144147,One_storey,240800
2006-06-01,-1.4263192978041555,-1.4106109959498987,1.6364575884153407,2.2260034464144147,One_storey,243900
